	featureCounts on dataset 110 and 121: egtBmutant	featureCounts on dataset 109 and 121: egtBmutant 2	featureCounts on dataset 108 and 121: egtBmutant3	featureCounts on dataset 113 and 121: wildtype 1	featureCounts on dataset 112 and 121: wildtype 2	featureCounts on dataset 111 and 121: wildtype 3
gene-BTH_RS01400	0	0	0	0	0	0
gene-BTH_RS01405	0	0	0	0	0	0
gene-BTH_RS01415	0	0	0	0	0	0
gene-BTH_RS01420	0	0	0	0	0	0
gene-BTH_RS01425	0	0	0	0	0	0
gene-BTH_RS01430	0	0	0	0	0	0
gene-BTH_RS01435	0	0	0	0	0	0
gene-BTH_RS01440	0	0	0	0	0	0
gene-BTH_RS01445	0	0	0	0	0	0
gene-BTH_RS01450	0	0	0	0	0	0
gene-BTH_RS01455	0	0	0	0	0	0
gene-BTH_RS01460	0	0	0	0	0	0
gene-BTH_RS01465	0	0	0	0	0	0
gene-BTH_RS01470	73.2633649975909	56.2286953260059	76.5613618067682	68.470621523169	37.0243433853388	51.4317073395712
gene-BTH_RS01475	80.975298155232	74.9715937680078	70.5170437693918	83.9006207396578	42.4690997655357	82.0718734142094
gene-BTH_RS01480	20.243824538808	21.420455362288	10.0738633956274	32.7887483350387	3.26685382811813	22.9801245559786
gene-BTH_RS01485	51.0915571693726	53.5511384057199	33.2437492055704	58.8268720128635	18.5121716926694	56.9031655671852
gene-BTH_RS01490	0	0	0	0	0	0
gene-BTH_RS01495	27.9557576964492	24.9905312560026	24.1772721495058	26.0381236778248	10.8895127603938	40.4887908843433
gene-BTH_RS01500	57.8394986823086	44.6259486714332	42.3102262616351	52.0762473556497	11.9784640364332	47.05454075748
gene-BTH_RS01505	31.8117242752697	20.5279363888593	13.0960224143156	30.8599984329776	10.8895127603938	29.5458744291154
gene-BTH_RS01510	27.9557576964492	27.6680881762886	14.1034087538784	36.6462481391609	9.80056148435439	38.3002075932977
MSTRG.219.1	87.723239668168	80.3267076085798	92.679543239772	130.190618389124	119.784640364331	115.994914425416
gene-BTH_RS01520	0	0	0	0	0	0
gene-BTH_RS01525	0	0	0	0	0	0
gene-BTH_RS01530	0	0	0	0	0	0
gene-BTH_RS35505	0	0	0	0	0	0
gene-BTH_RS01540	0.963991644705143	3.57007589371466	0	1.9287499020611	1.08895127603938	0
gene-BTH_RS01545	0	0	0	0	0	0
gene-BTH_RS01515	0	0	0	0	0	0
gene-BTH_RS01550	45.3076073011417	64.2613660868639	37.2732945638214	61.7199968659552	46.8249048696932	66.7517903768903
gene-BTH_RS01555	42.4156323670263	34.8082399637179	31.2289765264449	36.6462481391609	47.9138561457326	51.4317073395712
gene-BTH_RS01560	111.823030785797	86.5743404225805	88.6499978815211	111.867494319544	78.4044918748352	70.0346653134587
gene-BTH_RS01565	15.4238663152823	23.2054933091453	22.1624994703803	30.8599984329776	19.6011229687088	17.5086663283647
gene-BTH_RS01570	0	0	0	0	0	0
MSTRG.225.1	1.92798328941029	2.67755692028599	2.01477267912548	1.9287499020611	0	2.18858329104558
gene-BTH_RS01575	0	0	0	0	0	0
gene-BTH_RS01580	0	0	0	0	0	0
gene-BTH_RS01585	9.63991644705143	4.46259486714332	12.0886360747529	22.1806238737026	9.80056148435439	12.0372081007507
gene-BTH_RS01590	0	0	0	0	0	0
gene-BTH_RS01595	0	0	0	0	0	0
gene-BTH_RS34195	0.963991644705143	4.46259486714332	2.01477267912548	0	0	0
MSTRG.227.1	0	0	0	0.96437495103055	0	0
gene-BTH_RS01605	169.662529468105	143.695554722015	182.336927460856	104.152494711299	87.1161020831502	74.4118318955498
gene-BTH_RS01615	56.8755070376034	79.4341886351512	76.5613618067682	62.6843718169857	70.7818329425595	56.9031655671852
gene-BTH_RS33085	0	0	0	0	0	0
gene-BTH_RS01610	0	0	0	0	0	0
gene-BTH_RS01620	9.63991644705143	13.38778460143	19.1403404516921	19.287499020611	14.1563665885119	16.4143746828419
gene-BTH_RS01625	57.8394986823086	58.0137332728632	81.5982935045819	77.149996082444	72.9597354946383	70.0346653134587
gene-BTH_RS01630	72.2993733528857	67.8314419805785	70.5170437693918	73.2924962783218	66.426027838402	67.8460820224131
gene-BTH_RS01635	72.2993733528857	69.6164799274359	73.53920278808	59.7912469638941	57.714417630087	72.2232486045042
gene-BTH_RS01640	67.47941512936	48.1960245651479	80.5909071650192	68.470621523169	60.9812714582051	56.9031655671852
gene-BTH_RS01645	42.4156323670263	33.9157209902893	23.169885809943	32.7887483350387	38.1132946613782	31.734457720161
gene-BTH_RS01650	125.318913811669	123.167618333156	138.011928520095	161.050616822102	127.407299296607	135.692164044826
gene-BTH_RS01655	35.6676908540903	35.7007589371466	13.0960224143156	34.7174982370998	23.9569280728663	30.6401660746382
gene-BTH_RS01660	31.8117242752697	33.9157209902893	16.1181814330038	27.9668735798859	18.5121716926694	37.2059159477749
gene-BTH_RS01665	23.1357994729234	25.8830502294313	10.0738633956274	24.1093737757637	5.44475638019689	15.3200830373191
gene-BTH_RS01670	13.495883025872	20.5279363888593	20.1477267912548	15.4299992164888	14.1563665885119	17.5086663283647
gene-BTH_RS01675	52.0555488140777	41.0558727777186	28.2068175077567	43.3968727963747	21.7790255207875	42.6773741753889
gene-BTH_RS01680	101.21912269404	91.0369352897238	103.760792974962	120.546868878819	109.984078879977	107.240581261234
gene-BTH_RS01685	19.2798328941029	14.2803035748586	15.1107950934411	16.3943741675193	8.71161020831502	8.75433316418233
gene-BTH_RS01690	67.47941512936	35.7007589371466	50.369316978137	68.470621523169	66.426027838402	50.3374156940484
gene-BTH_RS01695	0	0	0	0	0	0
gene-BTH_RS01700	49.1635738799623	67.8314419805785	54.3988623363879	51.1118724046191	40.291197213457	61.2803321492763
gene-BTH_RS01705	45.3076073011417	42.8409107245759	35.2585218846959	64.6131217190468	29.4016844530632	53.6202906306168
gene-BTH_RS01710	89.6512229575783	78.5416696617225	56.4136350155134	104.152494711299	46.8249048696932	82.0718734142094
gene-BTH_RS01715	74.227356642296	73.1865558211505	82.6056798441446	79.0787459845051	89.2940046352289	103.957706324665
gene-BTH_RS34200	0	0	0	0	0	0
gene-BTH_RS01720	37.5956741435006	31.2381640700033	31.2289765264449	32.7887483350387	19.6011229687088	42.6773741753889
gene-BTH_RS01725	35.6676908540903	32.1306830434319	17.1255677725666	43.3968727963747	18.5121716926694	31.734457720161
gene-BTH_RS01730	0	0	0	0	0	0
gene-BTH_RS01735	0	0	0	0	0	0
gene-BTH_RS01745	27.9557576964492	24.098012282574	20.1477267912548	46.2899976494664	10.8895127603938	32.8287493656837
gene-BTH_RS01750	0	0	0	0	0	0
gene-BTH_RS01755	36.6316824987954	45.5184676448619	37.2732945638214	35.6818731881303	18.5121716926694	48.1488324030028
rna-BTH_RS01760	58.8034903270137	55.3361763525772	58.4284076946389	108.974369466452	140.47471460908	76.6004151865954
gene-BTH_RS01765	98.3271477599246	71.4015178742932	63.4653393924526	112.831869270574	72.9597354946383	97.3919564515284
gene-BTH_RS34205	25.0637827623337	19.6354174154306	19.1403404516921	28.9312485309165	13.0674153124725	39.3944992388205
gene-BTH_RS01775	57.8394986823086	33.0232020168606	34.2511355451331	51.1118724046191	37.0243433853388	53.6202906306168
gene-BTH_RS01780	24.0997911176286	14.2803035748586	14.1034087538784	19.287499020611	9.80056148435439	21.8858329104558
gene-BTH_RS01785	46.2715989458469	33.9157209902893	40.2954535825096	49.183122502558	29.4016844530632	57.9974572127079
gene-BTH_RS01790	12.5318913811669	15.1728225482873	10.0738633956274	32.7887483350387	8.71161020831502	20.791541264933
gene-BTH_RS01795	92.5431978916937	127.630213200299	60.4431803737644	88.7224954948106	89.2940046352289	114.900622779893
gene-BTH_RS01800	18.3158412493977	28.5606071497173	19.1403404516921	25.0737487267943	10.8895127603938	28.4515827835926
gene-BTH_RS01805	216.898120058657	353.437513477751	267.964766323689	324.994358497295	344.108603228443	304.213077455336
gene-BTH_RS01810	48.1995822352572	153.51326342973	71.5244301089545	72.3281213272912	78.4044918748352	89.7319149328689
MSTRG.265.1	2.89197493411543	12.4952656280013	5.0369316978137	3.8574998041222	1.08895127603938	6.56574987313675
gene-BTH_RS01815	0	0	0	0	0	0
gene-BTH_RS34890	0	0	0	0	0	0
gene-BTH_RS29420	0	0	0	0	0	0
gene-BTH_RS29425	0	0	0	0	0	0
gene-BTH_RS01825	0	0	0	0	0	0
gene-BTH_RS33100	0	0	0	0	0	0
gene-BTH_RS34895	0	0	0	0	0	0
gene-BTH_RS01845	16.3878579599874	36.5932779105753	12.0886360747529	11.5724994123666	8.71161020831502	8.75433316418233
gene-BTH_RS01850	27.9557576964492	145.480592668872	41.3028399220723	41.4681228943136	49.002807421772	52.525998985094
gene-BTH_RS01855	0	0	0	0	0	0
gene-BTH_RS01860	23.1357994729234	60.6912901931492	17.1255677725666	19.287499020611	14.1563665885119	28.4515827835926
gene-BTH_RS01865	21.2078161835131	176.718756738876	26.1920448286312	22.1806238737026	35.9353921092994	25.1687078470242
gene-BTH_RS01870	174.482487691631	504.273219987196	176.292609423479	206.376239520538	197.100180963127	219.952620750081
gene-BTH_RS01875	101.21912269404	160.65341521716	137.004542180533	137.905617997369	160.075837577788	126.937830880644
gene-BTH_RS34215	15.4238663152823	44.6259486714332	11.0812497351901	8.67937455927495	10.8895127603938	13.1314997462735
gene-BTH_RS29435	0	0	0	0	0	0
gene-BTH_RS01885	994.839377335708	1131.71405830755	1201.81190309835	848.649956906884	824.336115961809	725.515360981611
gene-BTH_RS01895	26.991766051744	83.0042645288658	29.2142038473194	30.8599984329776	43.5580510415751	36.1116243022521
gene-BTH_RS01905	9.63991644705143	36.5932779105753	8.05909071650192	14.4656242654582	5.44475638019689	14.2257913917963
gene-BTH_RS01910	54.9475237481932	43.7334296980046	53.3914759968252	54.0049972577108	63.1591740102839	66.7517903768903
gene-BTH_RS34900	41.4516407223212	31.2381640700033	25.1846584890685	40.5037479432831	47.9138561457326	36.1116243022521
gene-BTH_RS34745	597.674819717189	614.053053718921	601.409644718956	678.919965525507	846.115141482596	669.706487059948
gene-BTH_RS01925	16.3878579599874	30.3456450965746	10.0738633956274	17.3587491185499	9.80056148435439	14.2257913917963
gene-BTH_RS01930	351.856950317377	298.101337125174	386.836354392092	256.523736974126	314.70691877538	274.667203026221
gene-BTH_RS01935	126.282905456374	169.578604951446	152.115337273974	108.974369466452	108.895127603938	94.1090815149601
gene-BTH_RS01940	371.13678321148	481.960245651479	402.954535825096	345.246232468937	324.507480259734	307.495952391904
gene-BTH_RS01945	0	0	0	0	0	0
gene-BTH_RS01950	20.243824538808	55.3361763525772	27.199431168194	25.0737487267943	28.3127331770238	17.5086663283647
gene-BTH_RS01955	608.278727808945	684.562052619786	672.93407482791	649.988716994591	552.098296951964	546.051531115873
gene-BTH_RS01965	1164.50190680381	1179.9100828727	1131.29485932896	1035.73869740681	803.64604171706	879.810483000324
gene-BTH_RS01970	214.006145124542	224.914781304024	176.292609423479	230.485613296301	228.679767968269	241.838453660537
gene-BTH_RS01975	115.678997364617	94.6070111834385	97.7164749375857	74.2568712293523	64.2481252863233	90.8262065783917
gene-BTH_RS01980	54.9475237481932	58.9062522462919	43.3176126011978	51.1118724046191	45.7359535936538	60.1860405037535
gene-BTH_RS01985	40.487649077616	53.5511384057199	28.2068175077567	33.7531232860692	30.4906357291026	35.0173326567293
gene-BTH_RS01990	53.0195404587829	48.1960245651479	52.3840896572625	55.9337471597719	19.6011229687088	51.4317073395712
gene-BTH_RS01995	14.4598746705771	14.2803035748586	8.05909071650192	17.3587491185499	7.62265893227564	19.6972496194102
gene-BTH_RS02000	0	0	0	1.9287499020611	0	0
gene-BTH_RS02005	0	0	0	0	0	0
gene-BTH_RS02010	33.73970756468	66.0464040337212	36.2659082242586	51.1118724046191	35.9353921092994	62.3746237947991
gene-BTH_RS02015	175.446479336336	182.073870579448	225.654540062054	168.765616430346	181.854863098576	218.858329104558
gene-BTH_RS02020	36.6316824987954	51.7661004588626	34.2511355451331	27.0024986288554	30.4906357291026	22.9801245559786
gene-BTH_RS02025	58.8034903270137	92.8219732365811	81.5982935045819	81.9718708375967	56.6254663540476	85.3547483507777
gene-BTH_RS02030	48.1995822352572	47.3035055917192	40.2954535825096	70.3993714252301	56.6254663540476	64.5632070858447
gene-BTH_RS02035	72.2993733528857	86.5743404225805	56.4136350155134	131.154993340155	114.339883984135	130.220705817212
gene-BTH_RS02040	33.73970756468	31.2381640700033	25.1846584890685	88.7224954948106	46.8249048696932	55.8088739216624
gene-BTH_RS02045	36.6316824987954	34.8082399637179	32.2363628660077	81.9718708375967	63.1591740102839	64.5632070858447
gene-BTH_RS02060	46.2715989458469	66.0464040337212	69.509657429829	83.9006207396578	42.4690997655357	67.8460820224131
gene-BTH_RS29475	113.751014075207	91.9294542631525	78.5761344858937	136.941243046338	71.8707842185989	129.126414171689
gene-BTH_RS02075	130.138872035194	127.630213200299	102.753406635399	121.511243829849	76.2265893227564	124.749247589598
gene-BTH_RS02080	150.382696574002	204.386844915164	147.07840557616	156.228742066949	173.143252890261	163.049455182896
gene-BTH_RS02085	331.613125778569	319.521792487462	316.3193106227	177.444990989621	173.143252890261	183.840996447829
gene-BTH_RS35510	43.3796240117314	57.1212142994346	50.369316978137	35.6818731881303	41.3801484894963	41.5830825298661
gene-BTH_RS02090	62.6594569058343	52.6586194322912	64.4727257320153	84.8649956906884	45.7359535936538	73.317540250027
gene-BTH_RS02095	136.88681354813	128.522732173728	122.901133426654	121.511243829849	104.53932249978	121.46637265303
gene-BTH_RS02100	0	0	0	0	0	0
gene-BTH_RS02105	44.3436156564366	50.8735814854339	46.339771619886	38.574998041222	37.0243433853388	71.1289569589814
gene-BTH_RS02110	65.5514318399497	47.3035055917192	79.5835208254564	58.8268720128635	53.3586125259295	64.5632070858447
gene-BTH_RS02115	27.9557576964492	31.2381640700033	20.1477267912548	43.3968727963747	19.6011229687088	27.3572911380698
gene-BTH_RS02120	96.3991644705143	66.9389230071499	76.5613618067682	109.938744417483	50.0917586978114	85.3547483507777
gene-BTH_RS02125	315.225267818582	298.993856098603	343.518741790894	320.172483742143	382.221897889821	339.230410112065
gene-BTH_RS02130	167.734546178695	179.396313659162	178.307382102605	186.124365548896	173.143252890261	209.009704294853
gene-BTH_RS34225	32.7757159199749	38.3783158574326	33.2437492055704	42.4324978453442	22.8679767968269	39.3944992388205
gene-BTH_RS02135	68.4434067740652	82.1117455554372	95.7017022584603	81.0074958865662	71.8707842185989	68.9403736679359
gene-BTH_RS02140	349.928967027967	320.414311460891	380.792036354716	365.498106440578	373.510287681506	395.039284033728
gene-BTH_RS02145	271.84564380685	259.723021267742	334.45226473483	296.063109966379	288.572088150435	254.96995340681
MSTRG.318.1	2.89197493411543	0.892518973428665	1.00738633956274	2.89312485309165	2.17790255207875	2.18858329104558
gene-BTH_RS02150	0	0	0	0	0	0
gene-BTH_RS02155	0	0	0	0	0	0
gene-BTH_RS02165	679.614109517126	687.239609540072	782.739185840249	768.606835971348	620.702227342445	507.751323522575
gene-BTH_RS02170	0	0	0	0	0	0
gene-BTH_RS02175	3520.49748646318	4388.51579234874	4478.83966569594	4016.62167104224	3254.8753640817	2864.85552797867
gene-BTH_RS35515	8.67592480234629	7.14015178742932	10.0738633956274	13.5012493144277	4.35580510415751	5.47145822761396
MSTRG.322.1	2.89197493411543	0	1.00738633956274	0	3.26685382811813	0
gene-BTH_RS02180	0	0	0	0	0	0
gene-BTH_RS02185	0	0	0	0	0	0
gene-BTH_RS02190	0	0	0	0	0	0
gene-BTH_RS02195	0	0	0	0	0	0
gene-BTH_RS02200	0	0	0	0	0	0
gene-BTH_RS02205	0	0	0	0	0	0
gene-BTH_RS02210	0	0	0	0	0	0
gene-BTH_RS02215	0	0	0	0	0	0
gene-BTH_RS02220	0	0	0	0	0	0
gene-BTH_RS02225	869.520463524039	1215.61084180984	1380.11928520095	1023.20182304341	799.290236612903	687.215153388313
gene-BTH_RS02230	354.748925251493	604.235345011206	553.055100419944	451.327477082297	390.933508098136	329.38178530236
gene-BTH_RS02235	194.726312230439	268.648211002028	216.588063005989	194.803740108171	170.965350338182	181.652413156783
gene-BTH_RS02240	18.3158412493977	109.779833731726	18.1329541121293	21.2162489226721	37.0243433853388	18.6029579738875
gene-BTH_RS33110	35.6676908540903	76.7566317148652	49.3619306385742	49.183122502558	52.2696612498901	59.0917488582307
gene-BTH_RS34905	103.14710598345	290.961185337745	134.989769501407	155.264367115919	161.164788853828	166.332330119464
gene-BTH_RS02255	304.621359726825	409.666208803757	267.964766323689	312.457484133898	321.240626431616	285.610119481449
gene-BTH_RS02260	336.433084002095	443.581929794046	406.984081183347	397.322479824586	309.262162395183	291.081577709063
gene-BTH_RS29510	79.0473148658217	107.994795784868	103.760792974962	101.259369858208	81.6713457029533	64.5632070858447
gene-BTH_RS33115	7.71193315764114	23.2054933091453	8.05909071650192	18.3231240695804	7.62265893227564	9.84862480970512
gene-BTH_RS02270	440.54418163025	523.908637402626	504.700556120933	458.078101739511	336.485944296168	295.458744291154
gene-BTH_RS02275	1833.51210822918	2150.07820698965	2718.93573047983	2160.19989030843	1592.04676556957	1524.34826221325
gene-BTH_RS02280	3.85596657882057	7.14015178742932	7.05170437693918	5.7862497061833	2.17790255207875	1.09429164552279
gene-BTH_RS02285	0	0	0	0	0	0
gene-BTH_RS02290	387.524641171468	339.157209902893	643.719870980591	473.508100956	344.108603228443	302.02449416429
gene-BTH_RS02295	1071.95870891212	1041.56964199125	1602.75166624432	1506.35367350972	1212.00277023183	1061.46289615711
gene-BTH_RS02300	3.85596657882057	8.03267076085798	8.05909071650192	7.7149996082444	15.2453178645513	1.09429164552279
gene-BTH_RS02305	1.92798328941029	1.78503794685733	6.04431803737644	7.7149996082444	3.26685382811813	2.18858329104558
gene-BTH_RS02310	0	0.892518973428665	1.00738633956274	1.9287499020611	2.17790255207875	2.18858329104558
gene-BTH_RS02315	2.89197493411543	4.46259486714332	5.0369316978137	11.5724994123666	10.8895127603938	8.75433316418233
gene-BTH_RS02320	0	0	0	0	0	0
gene-BTH_RS02325	649.730368531266	597.987712197205	647.749416338842	646.131217190468	765.532747055682	768.192735157
gene-BTH_RS34910	0	0	0	0	0	0
gene-BTH_RS02335	43.3796240117314	45.5184676448619	38.2806809033841	56.8981221108024	33.7574895572207	55.8088739216624
gene-BTH_RS02340	13.495883025872	12.4952656280013	9.06647705606466	22.1806238737026	3.26685382811813	22.9801245559786
gene-BTH_RS02345	0	0	0	0	0	0
gene-BTH_RS02350	80.975298155232	65.1538850602925	70.5170437693918	105.11686966233	72.9597354946383	66.7517903768903
gene-BTH_RS02355	148.454713284592	194.569136207449	214.573290326864	152.371242262827	100.183517395623	100.674831388097
gene-BTH_RS02360	100.255131049335	116.919985519155	84.6204525232701	126.333118585002	111.073030156016	115.994914425416
gene-BTH_RS02365	147.490721639887	149.050668562587	150.100564594848	129.226243438094	107.806176327898	115.994914425416
gene-BTH_RS02370	866.628488589924	678.314419805785	1217.93008453135	1032.84557255372	1064.99434796651	776.947068321182
gene-BTH_RS02375	247.745852689222	224.914781304024	307.252833566636	331.744983154509	290.749990702514	216.669745813513
